 gid |  osm_id   | tag_id |         length         |      length_m      |                name                | source | target | source_osm | target_osm |          cost          |      reverse_cost      |       cost_s        |   reverse_cost_s    | rule | one_way | oneway  |     x1     |     y1     |     x2     |     y2     | maxspeed_forward | maxspeed_backward | priority |                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          the_geom                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
 200 | 706619111 |    101 |  0.0007922777101427269 |  83.41681587854774 |                                    |    234 |    233 | 6640060673 | 6640060672 |  0.0007922777101427269 |  0.0007922777101427269 |   6.006010743255437 |   6.006010743255437 |      |       0 | UNKNOWN | 89.2734432 | 22.2883916 | 89.2741138 | 22.2888135 |               50 |                50 |        0 | 0102000020E6100000020000001254E81780515640ED702A08D449364077989B148B515640AF2479AEEF493640
 201 | 706619112 |    101 |   0.010162726416525486 | 1066.1694145520837 |                                    |    235 |    234 | 6640060675 | 6640060673 |   0.010162726416525486 |   0.010162726416525486 |   76.76419784775003 |   76.76419784775003 |      |       0 | UNKNOWN | 89.2645597 | 22.2834874 | 89.2734432 | 22.2883916 |               50 |                50 |        0 | 0102000020E610000004000000BCD5CE8BEE505640FCD357A1924836402ED0494A55515640FDC11B2D624936402EDF9FF76B515640A363BD079E4936401254E81780515640ED702A08D4493640
 202 | 706953868 |    105 |   0.008979702068491304 |  940.6467986606301 |                                    |    250 |    236 | 6643368711 | 6640262585 |   0.008979702068491304 |   0.008979702068491304 |   67.72656950356537 |   67.72656950356537 |      |       0 | UNKNOWN | 89.2508041 | 22.2550469 | 89.2586485 | 22.2583117 |               50 |                50 |        0 | 0102000020E61000000D000000F9CCA32C0D5056403972EEC04A41364059CAE83617505640E1EAA5CE4841364074B4AA251D50564076CD9A0E5341364035F7466323505640897EC8B66741364099B047F2265056400109D4AC7D413640B39A09E12C5056409987A7B283413640F7144A7034505640C81FB18284413640EBD10AC24B5056409D94939A87413640A7EA1ED95C505640A83F564B95413640625CBBFE6E5056407341C758B7413640ACDBEA8376505640678819D0C14136401CD9F04F84505640572D9F9BEC413640352A70B28D50564096AC2FB720423640
 203 | 706915732 |    105 |  0.0017945703792820217 | 194.96002512624216 |                                    |    236 |    237 | 6640262585 | 6640262587 |  0.0017945703792820217 |  0.0017945703792820217 |  14.037121809089435 |  14.037121809089435 |      |       0 | UNKNOWN | 89.2586485 | 22.2583117 | 89.2595892 | 22.2598318 |               50 |                50 |        0 | 0102000020E610000003000000352A70B28D50564096AC2FB7204236406BABA3F4965056408EB344C2524236404419051C9D505640F8753B5684423640
 204 | 706915731 |    105 |  8.845925616206023e-05 |  9.662084214413373 |                                    |    237 |    238 | 6640262587 | 6640262588 |  8.845925616206023e-05 |  8.845925616206023e-05 |  0.6956700634377628 |  0.6956700634377628 |      |       0 | UNKNOWN | 89.2595892 | 22.2598318 |  89.259629 | 22.2599108 |               50 |                50 |        0 | 0102000020E6100000020000004419051C9D505640F8753B5684423640F705F4C29D50564090E0A18389423640
 205 | 706922148 |    105 |    0.00381045973238482 |   401.873489062704 |                                    |    240 |    239 | 6643103190 | 6643103173 |    0.00381045973238482 |    0.00381045973238482 |  28.934891212514685 |  28.934891212514685 |      |       0 | UNKNOWN | 89.2609724 | 22.2617408 | 89.2640687 | 22.2598855 |               50 |                50 |        0 | 0102000020E61000001200000027CA94C5B35056406407F0710143364062F6B2EDB450564036470CF1FE4236405570D3FAB6505640DFF30D96FB42364006E1C09AB9505640F26A6FA6F8423640C9BC9F64BC50564016BD5301F74236406361889CBE505640256310B3F2423640DFD8582EC0505640A7F0FB92E8423640BB8674D3C1505640485B4BB7DB42364007D6CCB5C3505640A2E58A9CCF42364000CBA54CC550564076F5CF78C742364041272955C7505640C98E8D40BC423640B138F7B2C85056400EDEB29EB5423640C8E41E5CCB505640E3EDF77AAD423640DC508C87D250564009771D609C423640140FDE0DD85056402C58F4989242364066B67581DC50564053EA92718C423640F2D1E28CE15056409BCAA2B08B4236406C996780E650564061342BDB87423640
 206 | 706922148 |    105 |  0.0001520171043073032 | 15.981934405554929 |                                    |    325 |    240 | 9008960540 | 6643103190 |  0.0001520171043073032 |  0.0001520171043073032 |   1.150699277199955 |   1.150699277199955 |      |       0 | UNKNOWN | 89.2608418 | 22.2618186 | 89.2609724 | 22.2617408 |               50 |                50 |        0 | 0102000020E610000002000000811BCEA1B1505640097C348B0643364027CA94C5B35056406407F07101433640
 207 | 706928263 |    102 | 2.7986603940836526e-05 | 3.0977771870778534 |                                    |    242 |    241 | 6643161597 | 6643161596 | 2.7986603940836526e-05 | 2.7986603940836526e-05 | 0.22303995746960545 | 0.22303995746960545 |      |       0 | UNKNOWN | 89.1101194 | 22.2353361 | 89.1101172 | 22.2353082 |               50 |                50 |        0 | 0102000020E610000002000000EE693D320C475640751195FC3E3C3640892E03290C4756400A7B7F283D3C3640
 208 | 706946069 |    102 |  4.239773408334559e-05 |   4.39399478078901 |                                    |    141 |    241 | 6569983922 | 6643161596 |  4.239773408334559e-05 |  4.239773408334559e-05 |  0.3163676242168087 |  0.3163676242168087 |      |       0 | UNKNOWN | 89.1101581 | 22.2353165 | 89.1101172 | 22.2353082 |               50 |                50 |        0 | 0102000020E610000004000000EE388FD40C4756408DB5BFB33D3C36408EBD288B0C475640F266C3503D3C364083401D450C475640ED05B0123D3C3640892E03290C4756400A7B7F283D3C3640
 209 | 706928263 |    102 |  0.0004102195093057774 |  42.42138016845278 |                                    |    243 |    242 | 6643161601 | 6643161597 |  0.0004102195093057774 |  0.0004102195093057774 |     3.0543393721286 |     3.0543393721286 |      |       0 | UNKNOWN | 89.1097177 | 22.2352834 | 89.1101194 | 22.2353361 |               50 |                50 |        0 | 0102000020E610000005000000B652639D05475640AC4A6C883B3C3640EB6289BD06475640CF34BCB43C3C3640D8EEC3E6084756400562235A3C3C36409B2CFF6B0A475640B7C4DB943C3C3640EE693D320C475640751195FC3E3C3640
 210 | 706946069 |    102 | 2.7986603940836526e-05 | 3.0977771870778534 |                                    |    241 |    242 | 6643161596 | 6643161597 | 2.7986603940836526e-05 | 2.7986603940836526e-05 | 0.22303995746960545 | 0.22303995746960545 |      |       0 | UNKNOWN | 89.1101172 | 22.2353082 | 89.1101194 | 22.2353361 |               50 |                50 |        0 | 0102000020E610000002000000892E03290C4756400A7B7F283D3C3640EE693D320C475640751195FC3E3C3640
 211 | 706928263 |    102 |   0.003386195641647136 |  365.1335803682517 |                                    |    241 |    243 | 6643161596 | 6643161601 |   0.003386195641647136 |   0.003386195641647136 |  26.289617786514125 |  26.289617786514125 |      |       0 | UNKNOWN | 89.1101172 | 22.2353082 | 89.1097177 | 22.2352834 |               50 |                50 |        0 | 0102000020E610000029000000892E03290C4756400A7B7F283D3C3640E28D716A0C4756404729D7CA3A3C3640835AC2900B4756401E824F18393C364060B58D9A0A475640433058BB373C36407F7BE8CC07475640DDDA7866383C364086E2337E06475640493547B1373C3640DF2D35E7054756400EDB1665363C364086D162DF044756404057B66A323C36407BF83251044756407EB559AB2C3C3640289EB30504475640C274102A273C36408173EBDA03475640A9DBD9571E3C3640A5EDA9E60347564051F86C1D1C3C36402E7590D70347564047FAFE17193C3640BC5D8A06044756406C2409C2153C3640E6666E740447564015617946113C36406EEBB82B0547564000790A140C3C3640EB7992CF064756405E448078023C36400EC3A27D07475640548EC9E2FE3B36406017EA5509475640630CACE3F83B3640181D35CB0A4756406504AFF1F43B3640D02280400C475640A3D2E352F03B3640B2ADB02A0C475640A0F94102EB3B3640711DE38A0B4756406F8912E3EB3B3640181D35CB0A475640CDCD925BEE3B3640A24E2FE708475640D1DA7E43F23B3640DF86BDF50647564076F39E14F73B3640DFA0624106475640684DE262FB3B36408025FCF7054756407764AC36FF3B3640AA903C2105475640EC9C0BC8033C3640989B148B0447564091E97530073C36405881107F03475640813749980E3C3640BDBFE6C1024756400C8C61F3163C364094FB1D8A024756404BDF104F1B3C364016DA39CD024756401F20A9CF1F3C3640E76CA6E702475640DD103EEF213C3640F9927CDB024756401146A286253C36404CA8E0F002475640EBD3E06C293C3640FE38AB4F0347564023BA0CA4303C3640C87E71040447564085E39E53353C364080E37CFB0447564054C32396393C3640B652639D05475640AC4A6C883B3C3640
 212 | 706928264 |    102 |    0.01258437250842874 | 1319.6872310966337 |                                    |    244 |    244 | 6643161681 | 6643161681 |    0.01258437250842874 |    0.01258437250842874 |   95.01748063895762 |   95.01748063895762 |      |       0 | UNKNOWN | 89.1053181 | 22.2312084 | 89.1053181 | 22.2312084 |               50 |                50 |        0 | 0102000020E61000005300000052CB2088BD4656407C8F4479303B3640EBF93F2CC046564016623FD5323B3640AC504942C7465640F65091F9363B3640227E0FA8C84656408A0A3087383B3640AAFFBD25CA46564018AB7246393B3640B5E9BE52CC465640FF1AB5673B3B3640FA6F6FC8D0465640E68AF7883D3B36403A538D03D4465640E68AF7883D3B3640155A31B7D6465640013B9226393B3640CDE9B298D84656406CDD17E1373B364083B8173DDC4656406E8D637F343B36405E1BE038DF4656407A83D492333B3640E417B902E5465640FD61F0D5333B364049394EC0E5465640B020CD58343B3640FBC3E0ABE74656407F349C32373B3640BED3090DE946564046370C303D3B3640D53DB2B9EA465640D988168F413B3640A5B67988EB465640CAF6C6B5463B3640744012F6ED46564012280758503B36400E89D6E5EF465640E0771DBB553B3640D8B4F74EF14656404359F8FA5A3B3640DDFB6541F2465640A65AB0F95D3B36400CC28135F34656403F0DCE96623B3640710E8DDDF446564076638BEE6A3B36405E413FF8F5465640DFD9C3036F3B3640C9F1F917F7465640A2E3B4F1713B3640F8E28BF6F846564047E867EA753B36401AC40776FC465640088AC4A97B3B36408AD5D5D3FD465640011D41857E3B364059CFFF610147564080E37CFB843B3640C864CCB804475640E1140C9D8D3B36402C6CBC2A0647564027593D16913B364067953E19084756404717409D973B3640F549EEB00947564004E8F7FD9B3B364060CC96AC0A475640971128AC9E3B3640DCA227C00B4756408A439149A13B364082CA53B10C475640815A0C1EA63B36409C97D41A14475640037EE8DDB33B36401FD214A6144756403C3C3A64B93B36405A40B2CA164756403029E384AE3B364071A47DBD0C4756401BB4FC659C3B364071766B990C475640ECBFCE4D9B3B3640AD3594DA0B475640CA65ED00993B36400CB732970A475640428E52AE953B3640370E06E808475640EB6E9EEA903B36409173AC9C07475640D0DD640A8C3B36402162DE3E064756408594449B883B3640C276E6D4044756406A7F0CC2813B364063B66455044756409BDBCE08803B36405E13D21A03475640D9DD4D017A3B3640FFB1101D024756409309AEA8773B3640005C244800475640713F3B3B743B36406C747396FE465640AE916E95713B36407F47F9EEFB465640A3BBDA40703B36404491A45AFA46564045BF11386D3B3640E6A8482AF846564066602EF3673B3640763B5684F6465640511C9B78623B364036DFD27BF4465640314A2B195B3B364095D39E92F3465640A9CEB40E583B3640D136A38BF2465640FF0CCA8F533B3640F03BE180F146564024DBAFF14F3B3640501C40BFEF465640C9C27C1E483B364015D91885EE465640C511B57E443B3640929ED8F9ED465640C71D2565413B3640DA95F14AED46564098B9652C3F3B364046D9B683EC4656405EDB36E73B3B36409F80DC34EC465640CA2198593A3B3640997E8978EB4656406D5919E8353B36406A73524EEA465640B1E485CF313B364077B4160BE84656400503BE912F3B36408BA4DDE8E3465640BAB99D222C3B364069AC5857E04656402C393822293B36405E7AA0BADE46564056140A6C293B3640AE6B0FD6DA46564072C5200B2C3B3640211FF46CD6465640D60E90792E3B364081FCB671D54656404C338232323B3640B22A6794D34656403F3D111F333B3640F05AF8B0CD465640EC866D8B323B36406336B7F8CA46564005172B6A303B3640B7B3AF3CC8465640AC472B082F3B36409CC65114C34656409D088783293B3640C8CD7003BE46564016455909273B364052CB2088BD4656407C8F4479303B3640
 221 | 704449105 |    105 |   0.012031017245316928 | 1265.0010048032307 |                                    |    212 |    253 | 6615721830 | 6680839055 |   0.012031017245316928 |   0.012031017245316928 |    91.0800723458326 |    91.0800723458326 |      |       0 | UNKNOWN | 89.2526031 | 22.2466983 | 89.2628248 | 22.2525156 |               50 |                50 |        0 | 0102000020E610000018000000915731A62A505640927AAA9E273F36407B7203F431505640A6176B6E3B3F364015BE0864405056401C0F1192603F3640FA9408F945505640F0582206703F36407A02BC604B5056409D24027A863F36407D34E6BF51505640A51309A69A3F3640BCB20B0657505640BCFCF3D9A63F36400652184A5C505640F2EA1C03B23F36406C651DE96750564069F926F2C93F36405772BAD16C5056401E1E1DB2DC3F364095B9F94674505640E9A683ABF23F3640345D9901785056403B51B758F63F36402CA5C2337C50564056478E74064036407E8340787E5056404DD7135D174036407C8ED9A3815056400751AD742D40364069EC01A983505640D324C2D0344036408FC360FE8A505640012A66CE444036403D1C6ED1935056400BD5287F524036408D5E0D509A505640CCB2CCC75A403640BA9F53909F50564095B6B8C66740364068F86063A85056402474E151744036401219B1AAB9505640882B67EF8C403640E4C0069FC1505640E4439AC294403640FA241C1FD2505640D5BAC3DCA4403640
 213 | 699634612 |    105 |   0.015450238052917136 | 1660.9489184067734 |                                    |    278 |    249 | 6749598470 | 6643303567 |   0.015450238052917136 |   0.015450238052917136 |  119.58832212528768 |  119.58832212528768 |      |       0 | UNKNOWN | 89.1141421 | 22.2225871 | 89.1107927 | 22.2332651 |               50 |                50 |        0 | 0102000020E61000006C00000031A6AA1A4E475640F002DB77FB3836405B817C644E47564009EFBC9EF9383640E9C2FEA14F475640FE04BC71F7383640B25EB12B5247564031766792FD383640CEC7105B554756401CDF28C302393640F1074D5C58475640675023E3073936401E6338E85C4756401EAC5A2D0B393640F75D6CB56247564057C6D0FB10393640DD51ADCF664756405C4FBEEA12393640F9E582E96A47564037FDD98F143936409D15ACCC6F475640765089EB1839364013E11577724756406ECCA1FB2839364095A58C6E73475640FD193966343936405A2E1B9D734756405F0F817E3A393640307EBF3D7447564013AFFC4344393640CA709758744756404BC972124A3936407D772B4B744756403C4B90115039364065636F73744756405CD5480158393640FAC385F274475640E699F27C61393640BE4C142175475640E3DD36F8673936408892DAD575475640BBCF961870393640D68B46E375475640288705AD76393640F9A9E0A6754756404FA61B727D393640821ABE857547564072AD516A8A393640F431C45675475640BB12DCA392393640F431C45675475640C318479B993936405FD1ADD774475640B817E2A2A4393640CA709758744756403826D588AA393640958BE72274475640A5DD431DB13936406CCABA2473475640BE2EC37FBA39364078EE3D5C7247564020240B98C03936408B5F67F970475640848A60D2CE3936409783EA3070475640683EE76ED7393640DFD9C3036F4756406A0B19D9DF3936407AE6406A6E475640C5C72764E7393640D3E98A636E475640CDCD925BEE39364092FAFC416E475640ACF82B09F53936405D154D0C6E475640B3F2261AFF39364021B880866D47564074603942063A36408195438B6C475640835726570C3A36402ECB321F6B4756406787AEFA123A36406A5C493C6A475640B9E92A38173A36409B1430CB68475640C73C3C951D3A3640CB3F44B4674756405AEA6A3C223A36409CA73AE4664756406B2112CF233A36408AE3C0AB654756409380E211263A36400E6CF01964475640B01D8CD8273A3640CE829A6B6247564056E6F747293A3640101C3CB8604756407F45C88A2B3A3640C33C75F65F47564072BFE8972D3A3640F9DFA52F5F4756402E90A0F8313A3640FFCD8B135F4756407E761B2F383A3640EDBEBE315F47564016E1815C3D3A364011DD58F55E4756404BA654D33F3A3640CFEDCAD35E475640083BC5AA413A3640A027AFDF5D475640A0A52BD8463A36403C7CE3B55C475640B0181AF44A3A364012E62CA25C475640A2725D424F3A36406B5CA4F55C47564099558E7F553A364065CAE2595D4756402C3707BE583A3640290BBA185E475640C36D23545F3A364058A027AF5F47564075A50AEB6B3A3640FE3A81FA604756407B2304F5773A3640C2A96ADD61475640073CD5C67D3A3640452FFE1161475640A900CE41863A36408192020B60475640493D55CF933A36406A53D0485F475640CE8C7E349C3A364082C64CA25E4756403D505DAF9F3A3640357458865D4756400603194BA23A3640609A7D795C47564029B91EE0A43A36405B9E62305A475640B15472A9A53A36409704036358475640B07C4C5AA73A3640C8D3F20357475640E6194520A83A36407537F4BB55475640C0EF3A76AB3A3640E6689FD8544756409F1AD423B23A3640E757CE3953475640DCBD37E1B93A364077BCC96F51475640DAD9A1ABBE3A36402B3F5F694F475640499D8026C23A364020F939F44C475640AA865858CB3A364069835D5E4A4756404496163FD73A3640D5F7D0F44847564022E9899DDF3A36405952EE3E474756401F2DCE18E63A364001A02F624447564002092F66F03A36401356743543475640ABBEA9FEF73A36400821205F42475640BEAE1523013B36405BAC4D0842475640BE6FD7A60C3B3640325E4E6441475640ADE584BF153B36403E0FA44140475640C91A9A571A3B3640F8F24C793E4756406EF7729F1C3B36402FE46C953B4756405F31D92E233B3640BED29E373A4756400C981B672E3B36409BD145F938475640BE17BA6D3A3B36403623DE95384756401760C4E3473B3640F5EE343E38475640AB926D85553B3640264BF7843647564064EF20D15F3B3640B09696EC334756407B34304D6C3B364070DEEE9B31475640E85B3002743B364088CAD0C22F475640701F5E7C763B36407D3958A42E47564010CF6D1D773B364078C4D78D2D47564010CF6D1D773B364054F190732C475640B1225976773B36402BD43F2D2B4756409F6FB0DC773B3640AA1501A9284756404FA61B727D3B3640AB387AA125475640B5F006E2863B36409048803F21475640C8E07206903B36402C161AE31E475640E2F5AADF963B3640271D9BD31B475640D67844E0A33B3640ADC8433A1747564055CCF742B73B3640
 214 | 699634614 |    105 |  0.0065689020621535294 |  687.0890538858596 |                                    |    142 |    249 | 6569983979 | 6643303567 |  0.0065689020621535294 |  0.0065689020621535294 |   49.47041187978189 |   49.47041187978189 |      |       0 | UNKNOWN | 89.1049334 | 22.2311071 | 89.1107927 | 22.2332651 |               50 |                50 |        0 | 0102000020E61000001C0000008450943AB7465640975FBCD5293B3640D92F8E80C04656403793CA6F2C3B364071E2AB1DC54656407CA3B151313B3640D50EDA06C9465640A386808D353B3640C1C58A1ACC4656401FE4ABD3373B3640AE090ED4CE46564060E7A6CD383B3640B305291DD1465640725298F7383B36407BB5487FD4465640BA0ACE85363B3640204432E4D8465640DAD3C4F1323B36405A396A3BDC4656404662DDD3303B364040B7E1C1E04656404C0BA881303B36407FC2D9ADE54656407CA3B151313B3640AD6818E3E84656409DDDB5DF353B3640FFA2BA6FEB465640F8657AD33E3B36407A8780E8EE4656409D1782774D3B364090EBF021F2465640AEFB7DB5593B364023128596F5465640B2C92B21693B364039735996F94656402B7F08BB723B3640730F09DFFB4656403A4E1B1F773B3640AD776E90FF465640C061FDFA7C3B36402876D95402475640E19B0189813B364039C1EDBF0447564067AFE364873B3640E5BC5A49064756401199A8948D3B364013211A8208475640D262DF04953B3640652A0EB10B4756405C2789809E3B364005300A270E4756408FCC7E38A33B3640AADB341111475640BB383B63A93B3640ADC8433A1747564055CCF742B73B3640
 215 | 706953866 |    105 | 0.00016870640176681312 | 17.405591669190166 |                                    |    251 |    250 | 6643368712 | 6643368711 | 0.00016870640176681312 | 0.00016870640176681312 |  1.2532026001816918 |  1.2532026001816918 |      |       0 | UNKNOWN | 89.2506364 | 22.2550653 | 89.2508041 | 22.2550469 |               50 |                50 |        0 | 0102000020E610000002000000FB4B416D0A5056402CD8A1F54B413640F9CCA32C0D5056403972EEC04A413640
 216 | 706953867 |    105 |  2.015589243934625e-05 | 2.0784845860202172 |                                    |      2 |    251 |  240410492 | 6643368712 |  2.015589243934625e-05 |  2.015589243934625e-05 | 0.14965089019345565 | 0.14965089019345565 |      |       0 | UNKNOWN | 89.2506163 | 22.2550668 | 89.2506364 | 22.2550653 |               50 |                50 |        0 | 0102000020E6100000020000000D16F3180A5056409E4BCC0E4C413640FB4B416D0A5056402CD8A1F54B413640
 222 | 714978665 |    105 |  0.0025939108225378244 | 274.57924055307905 |                                    |    256 |    254 | 6720299466 | 6720299440 |  0.0025939108225378244 |  0.0025939108225378244 |   19.76970531982169 |   19.76970531982169 |      |       0 | UNKNOWN | 89.2652987 | 22.2551003 | 89.2633141 | 22.2560445 |               50 |                50 |        0 | 0102000020E61000000E000000F70A66A7FA50564025B3D5404E413640F2536694F850564026B15A4F63413640F34295F5F6505640C1C018366F4136401EFCC401F45056401E4A592B7F413640B34B0AE2F25056405CEDBCE886413640A8305B57F150564002FEDFC787413640513FB9B7EC505640A2D5C9198A41364012482EA4E8505640583101648D413640121DB8B9E7505640C36BF2EF8E413640AE186481E55056403EF1F7E6924136403EF08C11E450564035AC4E739741364032BB383BE3505640115A6A189941364027A089B0E15056402355CA2198413640D8046223DA50564018D2E1218C413640
 223 | 714978666 |    105 |   0.001535819136983742 | 168.08782759442167 |                                    |    256 |    255 | 6720299466 | 6720299453 |   0.001535819136983742 |   0.001535819136983742 |   12.10232358679836 |   12.10232358679836 |      |       0 | UNKNOWN | 89.2652987 | 22.2551003 | 89.2651036 |  22.253711 |               50 |                50 |        0 | 0102000020E61000000E000000F70A66A7FA50564025B3D5404E413640FD6E151FFA50564009BA07324C41364039BB1006F9505640AF09698D414136406A17D34CF750564073558FEA2A41364076F9D687F550564014C0DE0E1E41364077A04E79F4505640F69DBA4D13413640654C6661F45056400B7DB08C0D413640E886A6ECF4505640F624B039074136407CE7BC6BF5505640A5D6A0D4034136407CE7BC6BF5505640B334A6160041364076F9D687F5505640EA11595AFC403640B8FF6DBBF5505640C29E1B3FF9403640ED269DEDF6505640B8D4F7D0F440364052031775F7505640ADA23F34F3403640
 224 | 714978666 |    105 |   0.010777833195773101 |   1149.66816917802 |                                    |    239 |    256 | 6643103173 | 6720299466 |   0.010777833195773101 |   0.010777833195773101 |   82.77610818081743 |   82.77610818081743 |      |       0 | UNKNOWN | 89.2640687 | 22.2598855 | 89.2652987 | 22.2551003 |               50 |                50 |        0 | 0102000020E6100000380000006C996780E650564061342BDB87423640E883656CE8505640E075EC56854236404C0F54D7EB5056407FD4CB947B423640A5993803ED5056401ABE2ABC7042364004183B86EC5056406D2695DF58423640AB7015D5EC505640C41671F03B4236404B4E379AED505640BCDFB25428423640BB48FCE5EE5056408D727A281B42364060D7E54AF3505640DA626D42104236407C26A02EF75056408BE4863A074236406778584DFC505640F365B33401423640C93F8E4102515640BE6C962600423640BCE4243905515640FF6F912001423640149A7F4F075156409FA39FBA0342364013C2590009515640DE52735E08423640ACBFCA460C515640956F6C2C1742364017597C540D515640DBA8A9C0244236401CE269430F515640222A9EC431423640333509DE10515640F13D6D9E344236405CC5877E12515640D9716836344236400734226214515640E126A3CA304236408AF898591551564042D6AE64224236406C38769A165156400F5C8A5011423640A7391ED816515640717CA30C0B4236406C38769A165156401B49827005423640FB3DB14E15515640B3AA6FAAFF41364008991A57125156400053AB54F541364080E6BD7B115156408CF27112EF413640331B64921151564066AB819CE641364068A153461251564023EFC110DE413640305173A8155156401810B5C8D14136405E6ADF3719515640341477BCC9413640C388D8BB1A515640B361A81EC4413640862238891C5156408A558330B7413640445B84181E515640EFC9C342AD4136402B244F48215156403A668F06A64136407DEBC37A235156404A18BC9E9E413640419FC89324515640B045C1429C41364035C3FCCB24515640D6B7825C984136403BB1E2AF24515640266DAAEE91413640D0A40348235156402E6A9CF28D4136407FCF59B01E515640B460980288413640397183EB1B5156406AEF9DE2824136401D0824BC18515640687E90C07A413640B976FDDD16515640819EBC7E77413640A31529DE12515640BE94CB907441364093A23AC20E5156403C8ED59C72413640A6D1E4620C5156402DBFC2386E41364007CCE8EC095156401382B0AE654136402BED1EEA08515640CB64DDE45C41364049AD41A9075156401EFE9AAC514136406ECE77A606515640D38CA08C4C413640F7E5CC760551564039BAA5304A41364053E4B5B7005156408CE0DAE44B41364002F566D4FC505640CDE3D5DE4C413640F70A66A7FA50564025B3D5404E413640
 225 | 717134447 |    105 |  0.0010185530712673349 | 104.99763402878823 |                                    |    262 |    257 | 6735208587 | 6735157088 |  0.0010185530712673349 |  0.0010185530712673349 |   7.559829650072752 |   7.559829650072752 |      |       0 | UNKNOWN | 89.2793897 | 22.2571835 | 89.2804076 | 22.2571789 |               50 |                50 |        0 | 0102000020E610000004000000B6155685E1515640219221C7D64136402DEA93DCE151564068869EDED641364073AA6BA3F05156402D8892DAD541364031E3B732F2515640A4B8F479D6413640
 226 | 652172284 |    101 |    0.05940731316772151 |  6304.848584079913 | Kopotakko River                    |     65 |    258 | 3601082023 | 6735157113 |    0.05940731316772151 |    0.05940731316772151 |  453.94909805375374 |  453.94909805375374 |      |       0 | UNKNOWN | 89.3020859 | 22.2875671 |  89.291017 | 22.2557172 |               50 |                50 |        0 | 0102000020E61000000D0000004B45196055535640D3E759FF9D4936408C91DBE591535640AB7D95D7A5493640A17AB5EDC5535640C5C8923996493640DC5D0C8A0B545640403624496B49364017091280245456405FE4AFDA46493640E7340BB43B54564037114768154936406FD003C4495456408955CDBDD148364083DA1434525456401B57128F7A483640ED0099E75254564033EDAC2704483640F2D3B8373F545640195F6A3AF14536403A73B44FEC525640C00067CE9F4336401180C9D7AF525640372273C0094236401F65C405A05256405206B3AE76413640
 227 | 717134402 |    105 |  6.795366068167725e-05 |  7.030243344852196 |                                    |    260 |    259 | 6735193075 | 6735193074 |  6.795366068167725e-05 |  6.795366068167725e-05 |  0.5061775208293581 |  0.5061775208293581 |      |       0 | UNKNOWN | 89.2822909 |  22.256736 | 89.2823572 | 22.2567211 |               50 |                50 |        0 | 0102000020E61000000200000057DDD90D11525640B3B45373B941364092F2EE231252564072B15879B8413640
 228 | 717134447 |    105 |  0.0019368047647807043 |  200.4700949777866 |                                    |    257 |    260 | 6735157088 | 6735193075 |  0.0019368047647807043 |  0.0019368047647807043 |  14.433846838400635 |  14.433846838400635 |      |       0 | UNKNOWN | 89.2804076 | 22.2571789 | 89.2822909 |  22.256736 |               50 |                50 |        0 | 0102000020E61000000500000031E3B732F2515640A4B8F479D6413640FB56900BF3515640D4E06C29D641364007955DD5FE515640BC1F5CA6CB413640588A89720E525640FEB5BC72BD41364057DDD90D11525640B3B45373B9413640
